Genre,Lyrics
Happy,How many times Can I push it aside Is it time I befriended all the ghosts of all the things that haunt me most So they leave me alone Move on with my life Be certain the steps of left and right dont fight the direction of upright  Id rather forget and not slow down Than gather regret for the things I cant change now If I become what I cant accept Resurrect the saint from within the wretch Pour over me and wash my hands of it  Its time to decide Which is out of my mind Cause itll be me unless I put some thoughts to rest and leave some faults behind Ill watch the glint in my eye Shine off the spring in my step And could be blinding depending on the amount of You that I reflect  Cause I could spend my life just trying to sift through What I couldve done better but what good do what ifs do Oh oh Oh oh Theres something I should tell you now
Happy,So much for my happy ending [2x]  Lets talk this over Its not like were dead Was it something I did? Was it something you said?  Dont leave me hanging In a city so dead Held up so high On such a breakable thread  You were all the things I thought I knew And I thought we could be  You were everything everything that I wanted We were meant to be supposed to be but we lost it All of the memories so close to me just fade away All this time you were pretending So much for my happy ending  So much for my happy ending  Youve got your dumb friends I know what they say They tell you Im difficult But so are they  But they dont know me Do they even know you? All the things you hide from me All the shit that you do  You were all the things I thought I knew And I thought we could be  You were everything everything that I wanted We were meant to be supposed to be but we lost it All of the memories so close to me just fade away All this time you were pretending So much for my happy ending  Its nice to know that you were there Thanks for acting like you cared And making me feel like I was the only one Its nice to know we had it all Thanks for watching as I fall And letting me know we were done  He was everything everything that I wanted We were meant to be supposed to be but we lost it All of the memories so close to me just fade away All this time you were pretending So much for my happy ending  You were everything everything that I wanted We were meant to be supposed to be but we lost it All of the memories so close to me just fade away All this time you were pretending So much for my happy ending  So much for my happy ending [2x]
Happy,Hey I was doing just fine before I met you I drink too much and thats an issue But Im OK Hey you tell your friends it was nice to meet them But I hope I never see them Again  I know it breaks your heart Moved to the city in a broke-down car And four years no calls Now youre looking pretty in a hotel bar And I I I I I cant stop No I I I I I cant stop  So baby pull me closer In the back seat of your Rover That I know you cant afford Bite that tattoo on your shoulder Pull the sheets right off the corner Of that mattress that you stole From your roommate back in Boulder We aint ever getting older  We aint ever getting older We aint ever getting older  You look as good as the day I met you I forget just why I left you I was insane Stay and play that Blink-182 song That we beat to death in Tucson OK  I know it breaks your heart Moved to the city in a broke-down car And four years no call Now Im looking pretty in a hotel bar And I I I I I cant stop No I I I I I cant stop  So baby pull me closer In the back seat of your Rover That I know you cant afford Bite that tattoo on your shoulder Pull the sheets right off the corner Of that mattress that you stole From your roommate back in Boulder We aint ever getting older  We aint ever getting older We aint ever getting older  So baby pull me closer In the back seat of your Rover That I know you cant afford Bite that tattoo on your shoulder Pull the sheets right off the corner Of that mattress that you stole From your roommate back in Boulder We aint ever getting older  We aint ever getting older No we aint ever getting older We aint ever getting older No we aint ever getting older We aint ever getting older We aint ever getting older We aint ever getting older No we aint ever getting older  We aint ever getting older No we aint ever getting older
Happy,Somebody once told me the world is gonna roll me I aint the sharpest tool in the shed She was looking kind of dumb with her finger and her thumb In the shape of an L on her forehead  Well the years start coming and they dont stop coming Fed to the rules and I hit the ground running Didnt make sense not to live for fun Your brain gets smart but your head gets dumb  So much to do so much to see So whats wrong with taking the back streets? Youll never know if you dont go Youll never shine if you dont glow  Hey now youre an all star get your game on go play Hey now youre a rock star get the show on get paid And all that glitters is gold Only shooting stars break the mold  Its a cool place and they say it gets colder Youre bundled up now wait til you get older But the meteor men beg to differ Judging by the hole in the satellite picture  The ice we skate is getting pretty thin The waters getting warm so you might as well swim My worlds on fire. How about yours? Thats the way I like it and Ill never get bored  Hey now youre an all star get your game on go play Hey now youre a rock star get the show on get paid And all that glitters is gold Only shooting stars break the mold  Go for the moon Go for the moon Go for the moon Go for the moon  Hey now youre an all star get your game on go play Hey now youre a rock star get the show on get paid And all that glitters is gold Only shooting stars  Somebody once asked could I spare some change for gas I need to get myself away from this place I said yep what a concept I could use a little fuel myself And we could all use a little change  Well the years start coming and they dont stop coming Fed to the rules and I hit the ground running Didnt make sense not to live for fun Your brain gets smart but your head gets dumb  So much to do so much to see So whats wrong with taking the back streets? Youll never know if you dont go Youll never shine if you dont glow  Hey now youre an all star get your game on go play Hey now youre a rock star get the show on get paid And all that glitters is gold Only shooting stars break the mold  And all that glitters is gold Only shooting stars break the mold
Happy,If you ever find yourself stuck in the middle of the sea Ill sail the world to find you If you ever find yourself lost in the dark and you cant see Ill be the light to guide you  We find out what were made of When we are called to help our friends in need  You can count on me Like 1 2 3 Ill be there And I know when I need it I can count on you Like 4 3 2 Youll be there Cause thats what friends are supposed to do  If youre tossin and youre turnin And you just cant fall asleep Ill sing a song beside you And if you ever forget how much you really mean to me Every day I will remind you  We find out what were made of When we are called to help our friends in need  You can count on me Like 1 2 3 Ill be there And I know when I need it I can count on you Like 4 3 2 Youll be there Cause thats what friends are supposed to do  Youll always have my shoulder when you cry Ill never let go never say goodbye You know  You can count on me Like 1 2 3 Ill be there And I know when I need it I can count on you Like 4 3 2 And youll be there Cause thats what friends are supposed to do  You can count on me cause I can count on you
Happy,Hypnotized this love out of me Without your air I cant even breathe Lead my way out into the light Sing your lu-lu-lu-lullaby Cherries in the ashtray Take me through the day I just gotta make you drunk in memory See you at the party As long as youre with me Sleeping in my bathtub But can wish you were late  Keep me safe up in the clouds Cause I cant come raining down Make the most and sleep in the night Sing your lu-lu-lu-lullaby  Hypnotized this love out of me Without your air I cant even breathe Lead my way out into the light Sing your lu-lu-lu-lullaby Cherries in the ashtray Take me through the day I just gotta make you drunk in memory See you at the party As long as youre with me Sleeping in my bathtub But can wish you were late  Keep me safe up in the clouds Cause I cant come raining down Make the most and sleep in the night Sing your lu-lu-lu-lullaby
Happy,I fell in love with a beautiful girl And she still takes my breath away I fell in love in the morning sun While the hours slipped away Sometimes when I hear your name A smile creeps on my face And for reasons I cant explain Its never out of place  Cause I love you More than you think I do And I love you Now you dont want me to Cause I love you More than you think I do And I love you Now you dont want me to  You ran your finger down my back And you spelled out your name While we lay there on the soft warm ground For a week and thirteen days  And I know that it sounds so wrong And youve heard all this before I didnt come back and I wasnt there I wont trouble you no more  Cause I love you More than you think I do And I love you Now you dont want me to Cause I love you More than you think I do And I love you Now you dont want me to  Every time I try to fight it Everything just turns out wrong Maybe if I got my timing right I wouldnt end up alone  I fell in love with a beautiful boy And you still take my breath away  When you left it was the end of my world Cause I never got to say  That I love you More than you think I do And I love you Now you dont want me to Cause I love you (Cause I love you) More than you think I do And I love you (I love you) Now you dont want me to  Cause I love you Woah oh woah oh woah oh And I love you Woah oh woah oh woah oh Cause I love you Woah oh woah oh woah oh And I love you Now you dont want me to
Happy,When your legs dont work like they used to before And I cant sweep you off of your feet Will your mouth still remember the taste of my love? Will your eyes still smile from your cheeks?  And darling I will be loving you til were 70 And baby my heart could still fall as hard at 23 And Im thinking bout how people fall in love in mysterious ways Maybe just the touch of a hand Well me—I fall in love with you every single day And I just wanna tell you I am  So honey now Take me into your loving arms Kiss me under the light of a thousand stars Place your head on my beating heart Im thinking out loud Maybe we found love right where we are  When my hairs all but gone and my memory fades And the crowds dont remember my name When my hands dont play the strings the same way (mmm...) I know you will still love me the same  Cause honey your soul could never grow old its evergreen And baby your smiles forever in my mind and memory Im thinking bout how people fall in love in mysterious ways Maybe its all part of a plan Well Ill just keep on making the same mistakes Hoping that youll understand  That baby now Take me into your loving arms Kiss me under the light of a thousand stars Place your head on my beating heart Thinking out loud Maybe we found love right where we are (oh oh)  La la la la la la la la lo-ud  So baby now Take me into your loving arms Kiss me under the light of a thousand stars Oh darling place your head on my beating heart Im thinking out loud But maybe we found love right where we are Oh baby we found love right where we are And we found love right where we are
Sad,[Sean Paul:] Call it love and devotion Call it a moms adoration Foundation A special bond of creation Ha  For all the single moms out there Going through frustration Clean Bandit Sean-da-Paul Anne-Marie Sing make them hear  [Anne-Marie:] She works at nights by the water Shes gone astray so far away From her fathers daughter She just wants a life for her baby All on her own no one will come Shes got to save him  [Sean Paul:] Daily struggle  [Anne-Marie:] She tells him Ooh love no ones ever gonna hurt you love. Im gonna give you all of my love. Nobody matters like you.  [Sean Paul:] Stay up there stay up there  [Anne-Marie:] She tells him Your life aint gon be nothing like my life. (Straight!) Youre gonna grow and have a good life. Im gonna do what Ive got to do.  [Sean Paul:] Stay up there stay up there  [Anne-Marie:] So rockabye baby rockabye Im gonna rock you Rockabye baby dont you cry Somebodys got you Rockabye baby rockabye Im gonna rock you Rockabye baby dont you cry Rockabye no  [Sean Paul (Anne-Marie):] Rockabye-rocka-rocka-rocka-bye (Rockabye yeah oh oh) Rockabye-rocka-rocka-rocka-bye  [Sean Paul (Anne-Marie):] Single mom howre you doing out there? Facing the hard life without no fear (yeah) Just so you know that you really care Cause any obstacle come youre well prepared (oh no) No mama you never shed tear Cause you have to shed things year after year And you give the youth love beyond compare (yeah) You find his school fee and the bus fare (yeah) Mmm Marie the pops disappear In the wrong bar cant find him nowhere Steadily you work flow everything you know So you nah stop no time–no time for your jeer  [Anne-Marie:] Now she got a six-year-old Trying to keep him warm Trying to keep out the cold When he looks in her eyes He dont know he is safe  When she says Ooh love no ones ever gonna hurt you love. Im gonna give you all of my love. Nobody matters like you.  [Anne-Marie (Sean Paul):] So rockabye baby rockabye Im gonna rock you Rockabye baby dont you cry Somebodys got you Rockabye baby rockabye Im gonna rock you Rockabye baby dont you cry (Oh-badda-bang-bang-bang alright then) Rockabye no  [Sean Paul (Anne-Marie):] Rockabye-rocka-rocka-rocka-bye (Rockabye yeah oh oh) Rockabye-rocka-rocka-rocka-bye Rockabye dont bother cry Lift up your head lift it up to the sky Rockabye dont bother cry Angels surround you just dry your eye  [Anne-Marie:] Now she got a six-year-old Trying to keep him warm Trying to keep out the cold When he looks in her eyes He dont know he is safe when she says...  [Anne-Marie (Sean Paul):] She tells him Ooh love no ones ever gonna hurt you love. Im gonna give you all of my love. Nobody matters like you. (Stay up there stay up there) She tells him Your life aint gon be nothing like my life. (Straight!) Youre gonna grow and have a good life. Im gonna do what Ive got to do.  [Anne-Marie (Sean Paul):] So rockabye baby rockabye (Rockabye-rocka-rocka-rocka-bye) Im gonna rock you Rockabye baby dont you cry (Rockabye-rocka-rocka-rocka-bye) Somebodys got you Rockabye baby rockabye (Rockabye-rocka-rocka-rocka-bye) Im gonna rock you Rockabye baby dont you cry (Oh-badda-bang-bang-bang alright then) Rockabye  [Sean Paul (Anne-Marie):] Rockabye dont bother cry Lift up your head lift it up to the sky (Rockabye) Rockabye dont bother cry (yeah) Angels surround you just dry your eye yeah Rockabye dont bother cry (no) Lift up your head lift it up to the sky (oh rockabye) Rockabye dont bother cry Angels surround you just dry your eye
Sad,About time for anyone telling you off for all your deeds No sign. The roaring thunder stopped in cold to read  No time I get mine and make no excuses waste of precious breath No time The sun shines on everyone everyone love yourself to death  So you gotta fire up you gotta let go Youll never be loved til youve made your own You gotta face up you gotta get yours You never know the top til you get too low  A son of a stepfather A son of a— Im so sorry A son of a stepfather A son of a— Im so sorry  No lies and no deceiving man is what he loves I keep tryin to conceive that death is from above  No time I get mine and make no excuses waste of precious breath No time The sun shines on everyone everyone love yourself to death  So you gotta fire up you gotta let go Youll never be loved til youve made your own You gotta face up you gotta get yours You never know the top til you get too low  A son of a stepfather A son of a— Im so sorry A son of a stepfather A son of a— Im so sorry  Life isnt always what you think itd be Turn your head for one second and the tables turn And I know I know that I did you wrong But will you trust me when I say That Ill make it up to you somehow somehow  So you gotta fire up you gotta let go Youll never be loved til youve made your own You gotta face up you gotta get yours You never know the top til you get too low  A son of a stepfather A son of a— Im so sorry A son of a stepfather A son of a— Im so sorry  Im so sorry [3x]
Sad,Time passes by direction unknown. Youve left us now but were not alone. Before you know it your cups overflown. You measure no one that Ive ever known.  And its quite alright. And goodbye for now. Just look up to the stars and believe who you are cause its quite alright. And so long goodbye.  We always knew that itd come to this. Its times like these I forget what I miss. Matters of heart are hard to address. Especially when yours is full of emptiness.  And its quite alright. And goodbye for now. Just look up to the stars and believe who you are cause its quite alright. And so long goodbye.  Time passes by direction unknown. Youve left us now but were not alone. Before you know it your cups overflown. You measure no one that Ive ever known.  And its quite alright. And goodbye for now. Just look up to the stars and believe who you are cause its quite alright. And so long goodbye.
Sad,Took the breath from my open mouth Never known how it broke me down I went in circles somewhere else Shook the best when your love was home Storing up on your summer glow You went in search of someone else  And I hear your ship is comin in Your tears a sea for me to swim And I hear a storm is comin in My dear is it all weve ever been?  Caught the air in your woven mouth Leave it all Ill be hearing how you went In search of someone else They taught the hand that taut the bride Both our eyes locked to the tide We went in circles somewhere else  And I hear your ship is comin in Your tears a sea for me to swim And I hear a storm is comin in My dear is it all weve ever been?  Anchor up to me love Anchor up to me love Anchor up to me love Oh anchor up to me My love my love my love
Sad,They say an end can be a start Feels like Ive been buried yet Im still alive Its like a bad day that never ends I feel the chaos around me A thing I dont try to deny Id better learn to accept that There are things in my life I cant control  They say love aint nothing but a sore I dont even know what love is Too many tears have had to fall Dont you know Im so tired of it all I have known terror dizzy spells Finding out the secrets words wont tell Whatever it is it cant be named Theres a part of my world thats fading away  You know I dont want to be clever To be brilliant or superior True like ice true like fire Now I know that a breeze can blow me away Now I know theres much more dignity In defeat than in the brightest victory Im losing my balance on the tight rope Tell me please tell me please tell me please...  If I ever feel better Remind me to spend some good time with you You can give me your number When its all over Ill let you know  Hang on to the good days I can lean on my friends They help me going through hard times But Im feeding the enemy Im in league with the foe Blame me for whats happening I cant try I cant try I cant try...  No one knows the hard times I went through If happiness came I miss the call The stormy days aint over Ive tried and lost know I think that I pay the cost Now Ive watched all my castles fall They were made of dust after all Someday all this mess will make me laugh I cant wait I cant wait I cant wait...  If I ever feel better Remind me to spend some good time with you You can give me your number When its all over Ill let you know  If I ever feel better Remind me to spend some good time with you You can give me your number When its all over Ill let you know  Its like somebody took my place I aint even playing my own game The rules have changed well I didnt know There are things in my life I cant control I feel the chaos around me A thing I dont try to deny Id better learn to accept that Theres a part of my life that will go away  Dark is the night cold is the ground In the circular solitude of my heart As one who strives a hill to climb I am sure Ill come through I dont know how They say an end can be a start Feels like Ive been buried yet Im still alive  Im losing my balance on the tight rope Tell me please tell me please tell me please...  If I ever feel better Remind me to spend some good time with you You can give me your number When its all over Ill let you know  If I ever feel better Remind me to spend some good time with you You can give me your number When its all over Ill let you know  If I ever feel better Remind me to spend some good time with you You can give me your number When its all over Ill let you know
Sad,Used to come around here every day Now youre breakin Used to be the one that is not ashamed Now you shamin Lost in all the wars we fought Never saw a road Now that I think about you in the skies Id turn my row And I wonder where you are Now I wonder where you.. Are (ooooh)  Take yourself down Pick yourself up Everything changed when you got along 7 point 1 took it all down Suddenly you cant even be found I said all night long  Missing persons in the window Staring at me Saying things I cant hear A missing persons in the window Staring at me Havent seen them in years  [Instrumental]  First things first Second in command Right as im trying to change my plan Second gonna die Oh he cant breathe Everybodys staring straight at me You spend it all chasing those lies I dont really wanna take that chance I dont really wanna do that dance I dont know what to do till you say Oh I dont wanna let you go But I cant keep holding on Skies of silver Stars of gold And now you know just what you like  So far this love is all I have So far this hurt is all I have  Missing person at the window Missing person at the window A missing person at the window Missing person at the window I wonder where you are I wonder where you are I wonder where you are Wonder where you...
Sad,I feel it move I feel it ache Its sad to see how much you change I slip into a cold lake Now I just feel it slip away  Into a light That I once knew I swam deep And thought of you  I like the thought you think of me It softer as I start to sink The trees were sex an orange sky It is so sad to say goodbye  Into a light That I once knew I swam deep And thought of you
Sad,Summer has come and passed The innocent can never last Wake me up when September ends  Like my fathers come to pass Seven years has gone so fast Wake me up when September ends  Here comes the rain again Falling from the stars Drenched in my pain again Becoming who we are  As my memory rests But never forgets what I lost Wake me up when September ends  Summer has come and passed The innocent can never last Wake me up when September ends  Ring out the bells again Like we did when spring began Wake me up when September ends  Here comes the rain again Falling from the stars Drenched in my pain again Becoming who we are  As my memory rests But never forgets what I lost Wake me up when September ends  Summer has come and passed The innocent can never last Wake me up when September ends  Like my fathers come to pass Twenty years has gone so fast Wake me up when September ends Wake me up when September ends Wake me up when September ends
Sad,[Chester Bennington:] I dont like my mind right now Stacking up problems that are so unnecessary Wish that I could slow things down I wanna let go but theres comfort in the panic And I drive myself crazy Thinking everythings about me Yeah I drive myself crazy Cause I cant escape the gravity  Im holding on Why is everything so heavy? Holding on To so much more than I can carry I keep dragging around whats bringing me down If I just let go Id be set free Holding on  [Kiiara:] Why is everything so heavy? You say that Im paranoid But Im pretty sure the world is out to get me Its not like I make the choice To let my mind stay so fucking messy I know Im not the center of the universe But you keep spinning round me just the same I know Im not the center of the universe But you keep spinning round me just the same  Im holding on Why is everything so heavy? Holding on To so much more than I can carry I keep dragging around whats bringing me down If I just let go Id be set free Holding on Why is everything so heavy?  [Chester Bennington:] I know Im not the center of the universe But you keep spinning round me just the same  [Kiiara:] I know Im not the center of the universe But you keep spinning round me just the same And I drive myself crazy Thinking everythings about me  [Chester Bennington:] Im holding on Why is everything so heavy? Holding on  [Chester Bennington and Kiiara]: To so much more than I can carry I keep dragging around whats bringing me down If I just let go Id be set free Holding on Why is everything so heavy?  Why is everything so heavy?  [Chester Bennington:] Why is everything so heavy?
Sad,I read your veins like lines on a map But I got no destination See the smoke and the signals rise from my breath And the flames are cold and patient I filled you with a wonderland Born of my imagination and Go I cant  Cause my demons tied me down With silk chains wrapped around My soul it seems so obvious That I should put an end to this But demons take control Like toxins in my soul I know it seems so obvious That I should put an end to this Oh no Theyre just demons  Im pushing through the blood in you To heal where youve been hurting And Im so numb I dont feel it run When it stains the walls around me I filled the room with shades of you Drawn in my imagination and Go I cant  Cause my demons tied me down With silk chains wrapped around My soul it seems so obvious That I should put an end to this But demons take control Like toxins in my soul I know it seems so obvious That I should put an end to this Oh no Theyre just demons Theyre just demons  Theyre just demons  Theyre just demons  Staring up the road Sick of the darkness and the cold The chains are wearing thin Oh Im fighting for us both I built this wonderland Drenched in the colors of your skin and Go I can  Cause my demons tied me down But silk chains are broken now I know it seems so obvious That I should put an end to this But demons take control Like toxins in my soul I know it seems so obvious That I should put an end to this Oh no Theyre just demons Theyre just demons
Sad,Oh I tried to get to you  Pushed in the end to break me through  I tried with all I had  You left me standing empty handed   Well times has passed  Nothing ever lasts   So now you confess that you need me  And now you release what youre feeling  But how is this suppose to ever be the same   Oh its a shame  Its a shame [X2] Yeaa   You got the best of me  Got me a reason  Got me on my knees yea  My love I lost my pride  Searching for something I couldnt find   Well time apart has brought a change of heart   And now you confess that you need me  And now you release what youre feeling  But how is this suppose to ever be the same   Oh its a shame  Its a shame [X2] Yeaa   You got the best of me  I said love got the best of me  Saying you got the best of me  And Im afraid it will never be the same   Oh its a shame  Its a shame [X4]
Sad,Im not sure why it always goes downhill Why broken cisterns never could stay filled Ive spent ten years singing gravity away But the water keeps on falling from the sky  And here tonight while the stars are blacking out With every hope and dream Ive ever had in doubt Ive spent ten years trying to sing these doubts away But the water keeps on falling from my eyes  And heaven knows... heaven knows I tried to find a cure for the pain Oh my Lord to suffer like you do... It would be a lie to run away  So blood is fire pulsing through our veins  Were either riders or fools behind the reins Ive spent ten years trying to sing it all away But the water keeps on falling from my tries  And heaven knows... heaven knows I tried to find a cure for the pain Oh my Lord to suffer like you do... It would be a lie to run away A lie to run It would be a lie It would be a lie to run away  It keeps on falling It keeps on falling It keeps on falling It keeps on falling The water keeps on falling from my eyes  And heaven knows... heaven knows I tried to find a cure for the pain Oh my Lord to suffer like you do... It would be a lie to run away It would be a lie to run away It would be a lie to run away
Sad,You know I think it was born of the feeling That I got when I left from your home Then it turned into something appealing I Couldnt let it alone  Whod have known that Id ever be reeling Simply from being on my own Oh I craved and I craved and I craved and I craved To get back that feeling Id known  But the way you were looking that evening When you showed me out to your door Oh I felt like wed both been caught stealing From the garden your parents had grown  Its a long way from Earth to the heavens But I didnt care anymore I just waited and waited and waited and waited Until I could get you alone  Who ever heard such a voice of excitement? No man alive had ever been there Staking a claim on an uncharted island Ooh it was too much to bear No man alive had ever been there  Well we didnt make it together But I didnt go it alone See the feeling was no longer tethered To the sweetheart it used to call home  Now were spread like a blanket of heather Covering soil and stone Oh it bid me to lay with a bird of a feather And then to set out on my own  Who ever heard such a voice of excitement? No man alive had ever been there Staking a claim on an uncharted island Ooh it was too much to bear No man alive had ever been there  Who ever heard such a voice of excitement? No man alive had ever been there Staking a claim on an uncharted island Ooh it was too much to bear No man alive had ever been there  I think it was born of the feeling That I got when I left from your home Oh I waited and waited and waited and waited To get back that feeling Id known
Sad,Loving can hurt Loving can hurt sometimes But its the only thing that I know When it gets hard You know it can get hard sometimes It is the only thing that makes us feel alive  We keep this love in a photograph We made these memories for ourselves Where our eyes are never closing Hearts are never broken Times forever frozen still  So you can keep me Inside the pocket Of your ripped jeans Holdin me closer Til our eyes meet You wont ever be alone Wait for me to come home  Loving can heal Loving can mend your soul And its the only thing that I know (know) I swear it will get easier Remember that with every piece of ya And its the only thing we take with us when we die  We keep this love in this photograph We made these memories for ourselves Where our eyes are never closing Hearts were never broken Times forever frozen still  So you can keep me Inside the pocket Of your ripped jeans Holdin me closer Til our eyes meet You wont ever be alone  And if you hurt me Thats OK baby only words bleed Inside these pages you just hold me And I wont ever let you go  Wait for me to come home [4x]  Oh you can fit me Inside the necklace you got when you were 16 Next to your heartbeat Where I should be Keep it deep within your soul  And if you hurt me Well thats OK baby only words bleed Inside these pages you just hold me And I wont ever let you go  When Im away I will remember how you kissed me Under the lamppost Back on 6th street Hearing you whisper through the phone Wait for me to come home.
Sad,I can see the pain living in your eyes And I know how hard you try You deserve to have so much more I can feel your heart and I sympathize And Ill never criticize all youve ever meant to my life  I dont want to let you down I dont want to lead you on I dont want to hold you back From where you might belong  You would never ask me why My heart is so disguised I just cant live a lie anymore I would rather hurt myself Than to ever make you cry Theres nothing left to say but goodbye  You deserve the chance at the kind of love Im not sure Im worthy of Losing you is painful to me  I dont wanna let you down I dont wanna lead you on I dont wanna hold you back From where you might belong  You would never ask me why My heart is so disguised I just cant live a lie anymore I would rather hurt myself Than to ever make you cry Theres nothing left to say but goodbye  You would never ask me why My heart is so disguised I just cant live a lie anymore I would rather hurt myself Than to ever make you cry Theres nothing left to try Though its gonna hurt us both Theres no other way than to say goodbye
Sad,Its so hard to say that Im sorry Ill make everything alright All these things that Ive done Now what have I become and whered I go wrong? I dont mean to hurt just to put you first I wont tell you lies (Im sorry) I will stand accused  With my hand on my heart Im just trying to say  Im sorry Its all that I can say You mean so much And Id fix all that Ive done If I could start again Id throw it all away To the shadows of regrets And you would have the best of me  I know that I cant take  back all of the mistakes But I will try Although its not easy I know you believe me Cause I would not lie Dont believe their lies Told through jealous eyes They dont understand (Im sorry) I wont break your heart I wont bring you down But I will have to say  Im sorry Its all that I can say You mean so much And Id fix all that Ive done If I could start again Id throw it all away To the shadows of regrets And you would have the best of me  Im sorry Its all that I can say You mean so much And Id fix all that Ive done If I could start again Id throw it all away To the shadows of regrets And you would have the best of me
Sad,[Chester Bennington (Mike Shinoda):] Im tired of being what you want me to be Feeling so faithless lost under the surface Dont know what youre expecting of me Put under the pressure of walking in your shoes (Caught in the undertow just caught in the undertow) Every step that I take is another mistake to you (Caught in the undertow just caught in the undertow)  [Chester Bennington:] Ive become so numb I cant feel you there Become so tired so much more aware Im becoming this all I want to do Is be more like me and be less like you  [Chester Bennington (Mike Shinoda):] Cant you see that youre smothering me Holding too tightly afraid to lose control? Cause everything that you thought I would be Has fallen apart right in front of you. (Caught in the undertow just caught in the undertow) Every step that I take is another mistake to you. (Caught in the undertow just caught in the undertow) And every second I waste is more than I can take.  [Chester Bennington:] Ive become so numb I cant feel you there Become so tired so much more aware Im becoming this all I want to do Is be more like me and be less like you.  And I know I may end up failing too. But I know You were just like me with someone disappointed in you.  Ive become so numb I cant feel you there Become so tired so much more aware. Im becoming this all I want to do Is be more like me and be less like you.  [Chester Bennington (Mike Shinoda):] Ive become so numb I cant feel you there. (Im tired of being what you want me to be) Ive become so numb I cant feel you there. (Im tired of being what you want me to be)
Sad,[Mike:] Yeah! Yo! This is not the end this is not the beginning Just a voice like a riot rocking every revision But you listen to the tone and the violent rhythm And though the words sound steady something emptys within them We say yeah with fists flying up in the air Like were holding onto something thats invisible there Cause were living at the mercy of the pain and the fear Until we get it forget it let it all disappear  [Chester:] Waiting for the end to come Wishing I had strength to stand This is not what I had planned Its out of my control Flying at the speed of light Thoughts were spinning in my head So many things were left unsaid Its hard to let you go  (Oh) I know what it takes to move on (Oh) I know how it feels to lie (Oh) All I want to do Is trade this life for something new Holding on to what I havent got  Sitting in an empty room Trying to forget the past This was never meant to last I wish it wasnt so  (Oh) I know what it takes to move on (Oh) I know how it feels to lie (Oh) All I want to do Is trade this life for something new Holding on to what I havent got  (Yeah yeah!)  [Mike:] What was left when that fire was gone? I thought it felt right but that right was wrong All caught up in the eye of the storm And trying to figure out what its like moving on And I dont even know what kind of things I said My mouth kept moving and my mind went dead So Im picking up the pieces now where to begin The hardest part of ending is starting again  Oh-oh-oh-oh-oh-oh…  [Chester (til end):] All I want to do Is trade this life for something new Holding on to what I havent got Im holding on to what I havent got Im holding on to what I havent got  [Mike:] This is not the end this is not the beginning Just a voice like a riot rocking every revision (Im holding on to what I havent got) But you listen to the tone and the violent rhythm Though the words sound steady something emptys within them We say yeah with fists flying up in the air Like were holding onto something thats invisible there (Holding on to what I havent got) Cause were living at the mercy of the pain and the fear Until we get it forget it let it all disappear
Sad,That there thats not me I go where I please I walk through walls I float down the Liffey  Im not here This isnt happening Im not here Im not here  In a little while Ill be gone The moments already passed Yeah its gone  Im not here This isnt happening Im not here Im not here  Strobe lights and blown speakers Fireworks and hurricanes  Im not here This isnt happening Im not here Im not here....
Sad,Goodbye goodbye goodbye my love I cant hide cant hide cant hide what has come  I have to go I have to go I have to go And leave you alone  But always know Always know Always know that I love you so I love you so I love you so oh  Goodbye brown eyes Goodbye for now Goodbye sunshine Take care of yourself  I have to go I have to go I have to go And leave you alone  But always know Always know Always know that I love you so I love you so oh I love you so oh  La lullaby Distract me with your rhymes La lullaby  La lullaby Help me sleep tonight La lullaby (La lullaby la lullaby)  I have to go (goodbye) I have to go (lullaby) I have to go (goodbye) And leave you alone  But always know (goodbye) Always know (brown eyes) Always know (goodbye) That I love you so  I love you so (goodbye lullaby) I love you so oh (goodbye) I love you so (goodbye brown eyes) I love you so (goodbye) I love you so I love you so  Goodbye brown eyes Goodbye my love
Sad,Memories consume Like opening the wound Im picking me apart again You all assume Im safe here in my room Unless I try to start again  I dont want to be the one The battles always choose Cause inside I realize That Im the one confused  I dont know whats worth fighting for Or why I have to scream I dont know why I instigate And say what I dont mean I dont know how I got this way I know its not alright So Im breaking the habit Im breaking the habit tonight  Clutching my cure I tightly lock the door I try to catch my breath again I hurt much more Than anytime before I had no options left again  I dont want to be the one The battles always choose Cause inside I realize That Im the one confused  I dont know whats worth fighting for Or why I have to scream I dont know why I instigate And say what I dont mean I dont know how I got this way Ill never be alright So Im breaking the habit Im breaking the habit tonight  Ill paint it on the walls Cause Im the one at fault Ill never fight again And this is how it ends  I dont know whats worth fighting for Or why I have to scream But now I have some clarity To show you what I mean I dont know how I got this way Ill never be alright So Im breaking the habit Im breaking the habit Im breaking the habit tonight
